maintenance_id,property_id,maintenance_date,maintenance_type,cost,description,1,731,12/19/2019,error: undefined method `first' for nil:NilClass,3562,3-000 - General,852,1/28/2021,5889,13-185 - Kennels and Animal Shelters
813.0,694.0,3/19/2022,,5645.0,3-230 - Anchor Bolts,,,,,,,,,,
814.0,193.0,6/17/2021,Flooring repair,8187.0,16-700 - Communications,,,,,,,,,,
815.0,615.0,4/13/2023,,4379.0,13-220 - Filter Underdrains and Media,,,,,,,,,,
816.0,172.0,8/18/2019,Roofing replacement,8640.0,15 - Mechanical,,,,,,,,,,
817.0,23.0,9/3/2020,Flooring repair,1293.0,2-625 - Retaining Wall Drainage Piping,,,,,,,,,,
818.0,307.0,3/31/2023,Electrical maintenance,4963.0,16-500 - Lighting,,,,,,,,,,
819.0,56.0,5/8/2019,Flooring repair,1589.0,2-830 - Retaining Walls,,,,,,,,,,
820.0,928.0,5/29/2019,Window replacement,2020.0,9-400 - Terrazzo,,,,,,,,,,
821.0,320.0,4/16/2022,Roofing replacement,3350.0,1-000 - Purpose,,,,,,,,,,
822.0,268.0,1/30/2023,Window replacement,5460.0,10-240 - Grilles and Screens,,,,,,,,,,
823.0,131.0,6/30/2023,Plumbing repair,2329.0,14-100 - Dumbwaiters,,,,,,,,,,
824.0,676.0,2/19/2021,,892.0,17-040 - Profit,,,,,,,,,,
825.0,806.0,7/5/2020,,5407.0,9-100 - Metal Support Assemblies,,,,,,,,,,
826.0,760.0,12/24/2021,Electrical maintenance,5234.0,2-900 - Landscaping,,,,,,,,,,
827.0,873.0,3/13/2023,Flooring repair,6905.0,13-550 - Transportation Control Instrumentation,,,,,,,,,,
828.0,654.0,1/14/2020,Painting,9254.0,11-150 - Parking Control Equipment,,,,,,,,,,
829.0,366.0,1/10/2020,Painting,7224.0,2-800 - Site Amenities,,,,,,,,,,
830.0,333.0,2/7/2022,Electrical maintenance,1974.0,11-090 - Checkroom Equipment,,,,,,,,,,
831.0,541.0,1/9/2023,,3565.0,5-050 - Basic Metal Materials and Methods,,,,,,,,,,
832.0,577.0,11/24/2020,Painting,5250.0,14-500 - Material Handling,,,,,,,,,,
833.0,567.0,5/7/2019,Electrical maintenance,4903.0,7-600 - Flashing and Sheet Metal,,,,,,,,,,
834.0,738.0,6/13/2023,Painting,3160.0,9-400 - Terrazzo,,,,,,,,,,
835.0,613.0,4/17/2019,Painting,746.0,9-680 - Carpet,,,,,,,,,,
836.0,180.0,2/27/2021,Electrical maintenance,901.0,12-400 - Furnishings and Accessories,,,,,,,,,,
837.0,589.0,10/19/2023,Window replacement,3309.0,1-570 - Temporary Controls,,,,,,,,,,
838.0,560.0,4/15/2020,Roofing replacement,878.0,10-300 - Fireplaces and Stoves,,,,,,,,,,
839.0,609.0,2/21/2022,Roofing replacement,3883.0,1 - General Requirements,,,,,,,,,,
840.0,552.0,2/22/2023,Roofing replacement,6399.0,3-300 - Footings,,,,,,,,,,
841.0,834.0,10/10/2020,HVAC servicing,7502.0,11-450 - Residential Equipment,,,,,,,,,,
842.0,19.0,6/29/2019,,4234.0,12-700 - Systems Furniture,,,,,,,,,,
843.0,799.0,2/19/2019,,8225.0,11-150 - Parking Control Equipment,,,,,,,,,,
844.0,911.0,10/29/2023,Window replacement,9269.0,2-919 - Topsoil,,,,,,,,,,
845.0,823.0,9/3/2021,Roofing replacement,8586.0,12-500 - Furniture,,,,,,,,,,
846.0,171.0,11/22/2021,Roofing replacement,3497.0,2-930 - Exterior Plants,,,,,,,,,,
847.0,816.0,1/7/2020,,5517.0,3-400 - Precast Concrete,,,,,,,,,,
848.0,266.0,7/27/2023,Electrical maintenance,2150.0,7 - Thermal and Moisture Protection,,,,,,,,,,
849.0,291.0,11/1/2019,,959.0,1-760 - Protecting Installed Construction,,,,,,,,,,
850.0,363.0,5/4/2020,Roofing replacement,1000.0,10-750 - Telephone Specialties,,,,,,,,,,
851.0,35.0,5/18/2021,Electrical maintenance,4659.0,6-100 - Rough Carpentry,,,,,,,,,,
852.0,526.0,1/12/2023,Flooring repair,3355.0,6-600 - Plastic Fabrications,,,,,,,,,,
853.0,262.0,11/2/2023,Flooring repair,2421.0,14-700 - Turntables,,,,,,,,,,
854.0,538.0,12/30/2021,Painting,8694.0,1-904 - Hazardous Materials Removal and Disposal,,,,,,,,,,
855.0,313.0,7/1/2023,Roofing replacement,4439.0,2-000 - General,,,,,,,,,,
856.0,200.0,10/19/2022,Flooring repair,2050.0,2-783 - Interlocking Concrete Unit Paving,,,,,,,,,,
857.0,916.0,11/25/2021,Window replacement,7653.0,15-100 - Plumbing,,,,,,,,,,
858.0,181.0,9/5/2020,,2982.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
859.0,221.0,10/25/2021,Painting,1505.0,10-290 - Pest Control,,,,,,,,,,
860.0,794.0,3/14/2019,Window replacement,9843.0,14-200 - Elevators,,,,,,,,,,
861.0,737.0,9/17/2019,HVAC servicing,7631.0,11-160 - Loading Dock Equipment,,,,,,,,,,
862.0,869.0,7/8/2023,Painting,6867.0,11-150 - Parking Control Equipment,,,,,,,,,,
863.0,492.0,11/9/2023,Painting,1182.0,13-900 - Fire Suppression,,,,,,,,,,
864.0,108.0,2/19/2023,Window replacement,6141.0,3-300 - Footings,,,,,,,,,,
865.0,608.0,5/16/2020,Flooring repair,1960.0,10-500 - Lockers,,,,,,,,,,
866.0,884.0,10/17/2019,Flooring repair,449.0,"10-800 - Toilet, Bath, and Laundry Specialties",,,,,,,,,,
867.0,604.0,10/20/2021,Electrical maintenance,7102.0,11-400 - Food Service Equipment,,,,,,,,,,
868.0,13.0,11/11/2019,Plumbing repair,6135.0,16-400 - Low-Voltage Distribution,,,,,,,,,,
869.0,153.0,10/24/2023,,8585.0,2-923 - Seeding and Soil Supplements,,,,,,,,,,
870.0,277.0,8/16/2021,HVAC servicing,9251.0,1-518 - Temporary Water,,,,,,,,,,
871.0,508.0,8/29/2020,Flooring repair,7656.0,13-160 - Aquariums,,,,,,,,,,
872.0,546.0,9/7/2023,Painting,2988.0,11-070 - Instrumental Equipment,,,,,,,,,,
873.0,996.0,12/3/2023,Flooring repair,6145.0,16-300 - Transmission and Distribution,,,,,,,,,,
874.0,355.0,2/11/2020,Plumbing repair,9853.0,3-330 - Poured Concrete Basement Walls,,,,,,,,,,
875.0,300.0,1/18/2020,HVAC servicing,9845.0,9-600 - Flooring,,,,,,,,,,
876.0,992.0,2/27/2021,Window replacement,9212.0,15-050 - Basic Mechanical Materials and Methods,,,,,,,,,,
877.0,906.0,12/12/2019,Painting,3564.0,15-100 - Plumbing,,,,,,,,,,
878.0,623.0,11/17/2022,,7665.0,2-500 - Utility Services,,,,,,,,,,
879.0,65.0,12/7/2019,Flooring repair,5532.0,15-800 - Air Distribution,,,,,,,,,,
880.0,658.0,7/22/2022,Electrical maintenance,7615.0,2-316 - Backfilling,,,,,,,,,,
881.0,837.0,1/19/2022,,349.0,11-130 - Audio-Visual Equipment,,,,,,,,,,
882.0,866.0,2/28/2023,Flooring repair,3932.0,4 - Masonry,,,,,,,,,,
883.0,488.0,5/1/2020,Window replacement,4467.0,8-800 - Glazing,,,,,,,,,,
884.0,659.0,12/25/2021,HVAC servicing,7901.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
885.0,422.0,6/27/2022,HVAC servicing,3893.0,10-500 - Lockers,,,,,,,,,,
886.0,412.0,3/9/2019,Electrical maintenance,8574.0,4-050 - Basic Masonry Materials and Methods,,,,,,,,,,
887.0,950.0,8/29/2020,HVAC servicing,8898.0,12-300 - Manufactured Casework,,,,,,,,,,
888.0,323.0,1/17/2019,Painting,2594.0,16-700 - Communications,,,,,,,,,,
889.0,135.0,3/19/2022,Roofing replacement,2960.0,11-470 - Darkroom Equipment,,,,,,,,,,
890.0,891.0,11/7/2022,Painting,4737.0,13-030 - Special Purpose Rooms,,,,,,,,,,
891.0,237.0,11/25/2023,,3641.0,2 - Site Construction,,,,,,,,,,
892.0,372.0,9/2/2021,Window replacement,3663.0,1-013 - Project Coordinator,,,,,,,,,,
893.0,192.0,12/16/2021,Electrical maintenance,9415.0,12-700 - Systems Furniture,,,,,,,,,,
894.0,258.0,3/11/2019,,4870.0,4-400 - Stone,,,,,,,,,,
895.0,938.0,12/26/2019,HVAC servicing,5687.0,14-500 - Material Handling,,,,,,,,,,
896.0,324.0,3/16/2020,Painting,6521.0,1-014 - Project Executive,,,,,,,,,,
897.0,32.0,12/23/2021,Plumbing repair,543.0,13-090 - Radiation Protection,,,,,,,,,,
898.0,30.0,12/21/2022,Roofing replacement,9592.0,4-400 - Stone,,,,,,,,,,
899.0,599.0,5/28/2021,Electrical maintenance,1848.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
900.0,51.0,1/8/2020,Flooring repair,5263.0,14-100 - Dumbwaiters,,,,,,,,,,
901.0,630.0,4/17/2020,Window replacement,2037.0,6-900 - Wood and Plastic Restoration and Cleaning,,,,,,,,,,
902.0,651.0,4/11/2019,Plumbing repair,717.0,3-500 - Cementitious Decks and Underlayments,,,,,,,,,,
903.0,909.0,1/8/2020,Window replacement,1949.0,2-825 - Wood Fences and Gates,,,,,,,,,,
904.0,877.0,11/28/2022,Electrical maintenance,635.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
905.0,638.0,5/7/2020,HVAC servicing,9520.0,1-510 - Temporary Utilities,,,,,,,,,,
906.0,704.0,9/21/2023,Roofing replacement,8911.0,14-700 - Turntables,,,,,,,,,,
907.0,301.0,9/14/2023,Electrical maintenance,727.0,13-090 - Radiation Protection,,,,,,,,,,
908.0,470.0,2/18/2022,Flooring repair,8008.0,8 - Doors and Windows,,,,,,,,,,
909.0,939.0,6/5/2019,Flooring repair,9643.0,6-200 - Finish Carpentry,,,,,,,,,,
910.0,62.0,1/3/2023,Plumbing repair,2845.0,11-090 - Checkroom Equipment,,,,,,,,,,
911.0,52.0,11/7/2023,Painting,8230.0,13-260 - Sludge Conditioning Systems,,,,,,,,,,
912.0,378.0,8/30/2023,Electrical maintenance,1362.0,1-904 - Hazardous Materials Removal and Disposal,,,,,,,,,,
913.0,716.0,10/7/2022,Painting,5248.0,11-090 - Checkroom Equipment,,,,,,,,,,
914.0,118.0,10/31/2021,Window replacement,9163.0,2-822 - Ornamental Metal Fences and Gates,,,,,,,,,,
915.0,920.0,4/7/2023,Window replacement,8313.0,2-825 - Wood Fences and Gates,,,,,,,,,,
916.0,140.0,2/11/2019,Painting,4473.0,11-190 - Detention Equipment,,,,,,,,,,
917.0,28.0,1/1/2020,,9814.0,16-400 - Low-Voltage Distribution,,,,,,,,,,
918.0,827.0,7/11/2020,,3556.0,1-903 - Hazardous Materials Abatement,,,,,,,,,,
919.0,384.0,1/31/2023,Flooring repair,5510.0,4-200 - Masonry Units,,,,,,,,,,
920.0,331.0,10/20/2020,Plumbing repair,552.0,14-800 - Scaffolding,,,,,,,,,,
921.0,261.0,5/21/2022,Roofing replacement,1507.0,15-900 - HVAC Instruments and Controls,,,,,,,,,,
922.0,105.0,5/26/2022,,5350.0,9-250 - Gypsum Wallboard,,,,,,,,,,
923.0,325.0,7/5/2022,Roofing replacement,8837.0,10-520 - Fire Protection Specialties,,,,,,,,,,
924.0,619.0,9/5/2022,,1863.0,14-500 - Material Handling,,,,,,,,,,
925.0,483.0,12/26/2021,,9199.0,13-550 - Transportation Control Instrumentation,,,,,,,,,,
926.0,529.0,5/4/2020,Flooring repair,9150.0,4-400 - Stone,,,,,,,,,,
927.0,795.0,4/28/2023,HVAC servicing,6960.0,8-100 - Doors,,,,,,,,,,
928.0,136.0,9/5/2022,Electrical maintenance,5111.0,15 - Mechanical,,,,,,,,,,
929.0,889.0,4/29/2022,,7304.0,2-919 - Topsoil,,,,,,,,,,
930.0,548.0,3/28/2019,Flooring repair,6172.0,11-120 - Vending Equipment,,,,,,,,,,
931.0,347.0,3/18/2023,Plumbing repair,5136.0,10-260 - Wall and Corner Guards,,,,,,,,,,
932.0,446.0,12/15/2021,Plumbing repair,2508.0,10-150 - Compartments and Cubicles,,,,,,,,,,
933.0,138.0,7/6/2023,Painting,1679.0,1-010 - Project Manager,,,,,,,,,,
934.0,284.0,7/8/2020,Window replacement,8218.0,3-400 - Precast Concrete,,,,,,,,,,
935.0,394.0,3/27/2022,Window replacement,8162.0,13 - Special Construction,,,,,,,,,,
936.0,79.0,10/29/2023,HVAC servicing,5824.0,5-300 - Metal Deck,,,,,,,,,,
937.0,444.0,3/12/2023,Plumbing repair,2472.0,9-900 - Paints and Coatings,,,,,,,,,,
938.0,874.0,3/11/2020,Flooring repair,2625.0,1-520 - Construction Facilities,,,,,,,,,,
939.0,892.0,2/18/2019,Electrical maintenance,775.0,13-175 - Ice Rinks,,,,,,,,,,
940.0,129.0,7/17/2022,HVAC servicing,3460.0,2-783 - Interlocking Concrete Unit Paving,,,,,,,,,,
941.0,888.0,11/2/2023,Plumbing repair,9039.0,10-530 - Protective Covers,,,,,,,,,,
942.0,159.0,2/18/2023,Painting,1152.0,16-300 - Transmission and Distribution,,,,,,,,,,
943.0,311.0,8/12/2023,Electrical maintenance,500.0,13-280 - Hazardous Material Remediation,,,,,,,,,,
944.0,614.0,5/22/2022,Roofing replacement,8624.0,13-010 - Air-Supported Structures,,,,,,,,,,
945.0,342.0,12/25/2022,HVAC servicing,6992.0,1-740 - Cleaning,,,,,,,,,,
946.0,957.0,9/22/2023,Electrical maintenance,9065.0,16-500 - Lighting,,,,,,,,,,
947.0,310.0,3/22/2023,Flooring repair,748.0,10-450 - Pedestrian Control Devices,,,,,,,,,,
948.0,458.0,4/30/2019,Roofing replacement,9880.0,5-200 - Metal Joists,,,,,,,,,,
949.0,318.0,8/31/2023,Window replacement,742.0,11-160 - Loading Dock Equipment,,,,,,,,,,
950.0,915.0,12/9/2021,Electrical maintenance,4073.0,2-815 - Fountains,,,,,,,,,,
951.0,295.0,8/11/2022,HVAC servicing,8518.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
952.0,782.0,7/16/2019,Window replacement,6295.0,7-200 - Thermal Protection - Insulation,,,,,,,,,,
953.0,222.0,2/5/2020,Painting,4415.0,4-200 - Masonry Units,,,,,,,,,,
954.0,602.0,7/2/2023,,3941.0,2-000 - General,,,,,,,,,,
955.0,211.0,7/2/2022,Electrical maintenance,8957.0,1-630 - Product Substitution Procedures,,,,,,,,,,
956.0,571.0,6/11/2023,Plumbing repair,5650.0,7-800 - Fire and Smoke Protection,,,,,,,,,,
957.0,468.0,3/16/2020,Electrical maintenance,9281.0,11-200 - Water Supply and Treatment Equipment,,,,,,,,,,
958.0,130.0,10/9/2023,Flooring repair,7748.0,2-317 - Select Borrow,,,,,,,,,,
959.0,8.0,11/2/2022,HVAC servicing,6816.0,2-824 - Wire Fences and Gates,,,,,,,,,,
960.0,7.0,11/12/2020,HVAC servicing,7398.0,9-600 - Flooring,,,,,,,,,,
961.0,255.0,4/18/2023,Flooring repair,5723.0,2-812 - Drip Irrigation,,,,,,,,,,
962.0,22.0,4/16/2019,Roofing replacement,2912.0,3-330 - Poured Concrete Basement Walls,,,,,,,,,,
963.0,505.0,12/17/2019,Flooring repair,9928.0,3-310 - Expansion Joints,,,,,,,,,,
964.0,800.0,5/30/2021,Flooring repair,8735.0,4-050 - Basic Masonry Materials and Methods,,,,,,,,,,
965.0,851.0,5/30/2022,Window replacement,3164.0,1 - General Requirements,,,,,,,,,,
966.0,182.0,9/20/2022,Flooring repair,1882.0,11-150 - Parking Control Equipment,,,,,,,,,,
967.0,95.0,9/24/2020,Roofing replacement,1928.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
968.0,803.0,9/29/2019,Electrical maintenance,7782.0,12 - Furnishings,,,,,,,,,,
969.0,352.0,7/17/2020,Flooring repair,786.0,15-600 - Refrigeration Equipment,,,,,,,,,,
970.0,947.0,5/23/2019,Painting,5952.0,12-900 - Furnishings Restoration and Repair,,,,,,,,,,
971.0,406.0,5/28/2020,Window replacement,1944.0,16-100 - Electrical,,,,,,,,,,
972.0,155.0,4/27/2022,Flooring repair,4926.0,7-100 - Damproofing and Waterproofing,,,,,,,,,,
973.0,733.0,7/10/2019,Flooring repair,1502.0,11-010 - Maintenance Equipment,,,,,,,,,,
974.0,540.0,5/1/2021,Plumbing repair,5937.0,4-600 - Corrosion-Resistant Masonry,,,,,,,,,,
975.0,551.0,10/9/2019,Flooring repair,4318.0,11-280 - Hydraulic Gates and Valves,,,,,,,,,,
976.0,497.0,6/19/2023,,4739.0,10-340 - Manufactured Exterior Specialties,,,,,,,,,,
977.0,969.0,6/25/2019,Roofing replacement,9137.0,4-200 - Masonry Units,,,,,,,,,,
978.0,678.0,9/22/2021,Roofing replacement,416.0,13-150 - Swimming Pools,,,,,,,,,,
979.0,292.0,9/8/2020,Painting,6011.0,13-260 - Sludge Conditioning Systems,,,,,,,,,,
980.0,346.0,8/18/2021,Flooring repair,1732.0,10-670 - Storage Shelving,,,,,,,,,,
981.0,844.0,7/19/2022,Roofing replacement,9306.0,3-600 - Grouts,,,,,,,,,,
982.0,652.0,8/15/2023,Electrical maintenance,3803.0,2-919 - Topsoil,,,,,,,,,,
983.0,534.0,10/1/2023,HVAC servicing,6579.0,11-140 - Vehicle Service Equipment,,,,,,,,,,
984.0,792.0,5/16/2019,,8776.0,14-300 - Escalators and Moving Walks,,,,,,,,,,
985.0,267.0,12/8/2023,HVAC servicing,1562.0,2-917 - Soil Preparation,,,,,,,,,,
986.0,100.0,8/27/2021,Electrical maintenance,6117.0,17 - Markup and Contingency,,,,,,,,,,
987.0,956.0,8/20/2020,Window replacement,2628.0,1-580 - Project Identification,,,,,,,,,,
988.0,101.0,6/10/2020,,8045.0,1-500 - Temporary Facilities and Controls,,,,,,,,,,
989.0,274.0,7/6/2020,HVAC servicing,2942.0,4-500 - Refractories,,,,,,,,,,
990.0,110.0,4/9/2019,Roofing replacement,8438.0,9-400 - Terrazzo,,,,,,,,,,
991.0,25.0,7/9/2019,Plumbing repair,7729.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
992.0,949.0,1/11/2019,Electrical maintenance,2372.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
993.0,27.0,5/31/2021,Painting,910.0,13-010 - Air-Supported Structures,,,,,,,,,,
994.0,852.0,8/13/2023,,9621.0,2 - Site Construction,,,,,,,,,,
995.0,287.0,1/7/2022,Flooring repair,6425.0,10-200 - Louvers and Vents,,,,,,,,,,
996.0,663.0,10/25/2019,Flooring repair,9619.0,1-002 - Instructions,,,,,,,,,,
997.0,454.0,1/28/2021,Window replacement,234.0,"15-950 - Testing, Adjusting, and Balancing",,,,,,,,,,
998.0,298.0,10/27/2021,HVAC servicing,3415.0,1-518 - Temporary Water,,,,,,,,,,
999.0,173.0,10/9/2021,Roofing replacement,836.0,8-500 - Windows,,,,,,,,,,
1000.0,510.0,11/21/2019,Plumbing repair,7643.0,11-280 - Hydraulic Gates and Valves,,,,,,,,,,
1001.0,1144.0,1/7/2024,Flooring repair,9232.0,1-510 - Temporary Utilities,,,,,,,,,,
1002.0,1016.0,10/20/2024,Flooring repair,2909.0,2-320 - Excavation and Fill,,,,,,,,,,
1003.0,1096.0,11/30/2024,Electrical maintenance,3946.0,13-190 - Site-Constructed Incinerators,,,,,,,,,,
1004.0,1090.0,9/12/2024,Electrical maintenance,4432.0,1-010 - Project Manager,,,,,,,,,,
1005.0,1157.0,3/15/2024,,6672.0,16 - Electrical,,,,,,,,,,
1006.0,1075.0,12/27/2024,Flooring repair,6597.0,1-002 - Instructions,,,,,,,,,,
1007.0,1087.0,3/7/2024,Window replacement,9555.0,1-530 - Temporary Construction,,,,,,,,,,
1008.0,1074.0,12/18/2024,Electrical maintenance,680.0,1-600 - Product Requirements (Scope of Work),,,,,,,,,,
1009.0,1152.0,7/27/2024,Roofing replacement,2332.0,6-500 - Structural Plastics,,,,,,,,,,
1010.0,1121.0,10/15/2024,Painting,5614.0,14-600 - Hoists and Cables,,,,,,,,,,
1011.0,1005.0,5/15/2024,HVAC servicing,4786.0,9-800 - Acoustical Treatment,,,,,,,,,,
1012.0,1040.0,6/15/2024,Electrical maintenance,7513.0,11-030 - Teller and Service Equipment,,,,,,,,,,
1013.0,1032.0,3/13/2024,Electrical maintenance,9001.0,14-200 - Elevators,,,,,,,,,,
1014.0,1187.0,12/23/2024,Flooring repair,9384.0,2-830 - Retaining Walls,,,,,,,,,,
1015.0,1178.0,11/4/2024,Roofing replacement,7368.0,16-050 - Basic Electrical Materials and Methods,,,,,,,,,,
1016.0,1093.0,4/6/2024,Plumbing repair,1987.0,5-600 - Hydraulic Fabrications,,,,,,,,,,
1017.0,1174.0,3/24/2024,Roofing replacement,4647.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
1018.0,1103.0,10/5/2024,Roofing replacement,8781.0,1-500 - Temporary Facilities and Controls,,,,,,,,,,
1019.0,1175.0,6/19/2024,Window replacement,4944.0,17 - Markup and Contingency,,,,,,,,,,
1020.0,1166.0,12/10/2024,Roofing replacement,7481.0,11-040 - Ecclesiastical Equipment,,,,,,,,,,
1021.0,1145.0,8/7/2024,Electrical maintenance,1551.0,13-280 - Hazardous Material Remediation,,,,,,,,,,
1022.0,1176.0,7/19/2024,,6009.0,14-400 - Lifts,,,,,,,,,,
1023.0,1155.0,12/27/2024,Plumbing repair,810.0,11-280 - Hydraulic Gates and Valves,,,,,,,,,,
1024.0,1168.0,11/10/2024,Flooring repair,8121.0,7-200 - Thermal Protection - Insulation,,,,,,,,,,
1025.0,1091.0,10/10/2024,Window replacement,7802.0,5-050 - Basic Metal Materials and Methods,,,,,,,,,,
1026.0,1052.0,10/17/2024,Painting,1177.0,8-800 - Glazing,,,,,,,,,,
1027.0,1004.0,11/25/2024,Painting,9002.0,13-165 - Aquatic Park Facilities,,,,,,,,,,
1028.0,1010.0,3/15/2024,Plumbing repair,3674.0,1-540 - Construction Aids,,,,,,,,,,
1029.0,1038.0,7/1/2024,Electrical maintenance,4659.0,4-800 - Masonry Assemblies,,,,,,,,,,
1030.0,1135.0,4/16/2024,Painting,2829.0,2-915 - Mulch,,,,,,,,,,
1031.0,1131.0,1/19/2024,HVAC servicing,1629.0,3-210 - Cast-In-Place Concrete,,,,,,,,,,
1032.0,1049.0,10/3/2024,Flooring repair,2382.0,11-130 - Audio-Visual Equipment,,,,,,,,,,
1033.0,1191.0,1/11/2024,Painting,778.0,17-040 - Profit,,,,,,,,,,
1034.0,1078.0,8/1/2024,Roofing replacement,8493.0,4-700 - Simulated Masonry,,,,,,,,,,
1035.0,1143.0,4/30/2024,Plumbing repair,2277.0,16-700 - Communications,,,,,,,,,,
1036.0,1070.0,4/23/2024,Window replacement,6459.0,15-600 - Refrigeration Equipment,,,,,,,,,,
1037.0,1066.0,11/19/2024,Roofing replacement,8578.0,11-050 - Library Equipment,,,,,,,,,,
1038.0,1114.0,5/18/2024,,906.0,2-316 - Backfilling,,,,,,,,,,
1039.0,1186.0,7/26/2024,Painting,5851.0,10-500 - Lockers,,,,,,,,,,
1040.0,1139.0,6/12/2024,Painting,1746.0,13-150 - Swimming Pools,,,,,,,,,,
1041.0,1200.0,1/24/2024,Window replacement,5826.0,2-317 - Select Borrow,,,,,,,,,,
1042.0,1050.0,5/1/2024,Window replacement,1736.0,9-700 - Wall Finishes,,,,,,,,,,
1043.0,1017.0,11/13/2024,Window replacement,4538.0,1-530 - Temporary Construction,,,,,,,,,,
1044.0,1104.0,3/26/2024,Painting,9818.0,13-700 - Security Access and Surveillance,,,,,,,,,,
1045.0,1031.0,5/29/2024,HVAC servicing,58.0,1-580 - Project Identification,,,,,,,,,,
1046.0,1063.0,4/16/2024,Flooring repair,507.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
1047.0,1025.0,3/22/2024,HVAC servicing,4894.0,2-220 - Site Demolition,,,,,,,,,,
1048.0,1199.0,2/4/2024,Roofing replacement,7809.0,11-200 - Water Supply and Treatment Equipment,,,,,,,,,,
1049.0,1181.0,12/13/2024,HVAC servicing,6949.0,9-400 - Terrazzo,,,,,,,,,,
1050.0,1067.0,2/20/2024,HVAC servicing,7088.0,4-400 - Stone,,,,,,,,,,
1051.0,1084.0,10/20/2024,Roofing replacement,75.0,11-160 - Loading Dock Equipment,,,,,,,,,,
1052.0,1062.0,9/2/2024,Painting,8611.0,10-600 - Partitions,,,,,,,,,,
1053.0,1167.0,1/15/2024,Electrical maintenance,6386.0,11-460 - Unit Kitchens,,,,,,,,,,
1054.0,1195.0,9/5/2024,Flooring repair,5353.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
1055.0,1076.0,11/7/2024,HVAC servicing,4010.0,1-523 - Sanitary Facilities,,,,,,,,,,
1056.0,1080.0,1/8/2024,Roofing replacement,1754.0,3-310 - Expansion Joints,,,,,,,,,,
1057.0,1041.0,6/11/2024,Roofing replacement,1825.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
1058.0,1106.0,11/10/2024,HVAC servicing,8391.0,7 - Thermal and Moisture Protection,,,,,,,,,,
1059.0,1137.0,11/7/2024,Window replacement,7580.0,"11-480 - Athletic, Recreational, and Therapeutic Equipment",,,,,,,,,,
1060.0,1012.0,7/27/2024,Electrical maintenance,9100.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
1061.0,1172.0,6/26/2024,Flooring repair,8034.0,13-020 - Building Modules,,,,,,,,,,
1062.0,1007.0,4/8/2024,Plumbing repair,8382.0,10-450 - Pedestrian Control Devices,,,,,,,,,,
1063.0,1113.0,6/25/2024,Flooring repair,9792.0,11-060 - Theater and Stage Equipment,,,,,,,,,,
1064.0,1116.0,9/25/2024,,7457.0,1-011 - Project Engineer,,,,,,,,,,
1065.0,1102.0,9/28/2024,Window replacement,8131.0,15-400 - Plumbing Fixtures and Equipment,,,,,,,,,,
1066.0,1163.0,1/31/2024,Flooring repair,3532.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
1067.0,1111.0,4/17/2024,Roofing replacement,8378.0,11-070 - Instrumental Equipment,,,,,,,,,,
1068.0,1108.0,10/8/2024,Window replacement,4909.0,7-800 - Fire and Smoke Protection,,,,,,,,,,
1069.0,1055.0,1/20/2024,Plumbing repair,9988.0,2-311 - Final Grading,,,,,,,,,,
1070.0,1147.0,8/5/2024,Flooring repair,224.0,3-230 - Anchor Bolts,,,,,,,,,,
1071.0,1134.0,7/30/2024,Electrical maintenance,2126.0,12-050 - Fabrics,,,,,,,,,,
1072.0,1180.0,1/14/2024,Painting,5823.0,9-300 - Tile,,,,,,,,,,
1073.0,1013.0,4/13/2024,Roofing replacement,5530.0,5-700 - Ornamental Metal,,,,,,,,,,
1074.0,1034.0,10/27/2024,,8011.0,2-260 - Excavation Support and Protection,,,,,,,,,,
1075.0,1118.0,4/16/2024,Painting,8502.0,2-815 - Fountains,,,,,,,,,,
1076.0,1088.0,1/29/2024,Flooring repair,965.0,10-820 - Bathroom Accessories,,,,,,,,,,
1077.0,1085.0,2/14/2024,HVAC servicing,68.0,13-260 - Sludge Conditioning Systems,,,,,,,,,,
1078.0,1018.0,2/28/2024,Electrical maintenance,8506.0,6-500 - Structural Plastics,,,,,,,,,,
1079.0,1140.0,9/5/2024,Roofing replacement,1015.0,11-010 - Maintenance Equipment,,,,,,,,,,
1080.0,1107.0,8/17/2024,Electrical maintenance,2368.0,8-600 - Skylights,,,,,,,,,,
1081.0,1064.0,11/7/2024,Electrical maintenance,8771.0,16-800 - Sound and Video,,,,,,,,,,
1082.0,1015.0,7/23/2024,Roofing replacement,7460.0,3-330 - Poured Concrete Basement Walls,,,,,,,,,,
1083.0,1094.0,12/9/2024,Plumbing repair,614.0,1-542 - Construction Scaffolding and Platforms,,,,,,,,,,
